customer_id,age,income,risk_tolerance,investment_horizon,investment_goal,current_portfolio_value,age_risk_factor,income_risk_capacity,portfolio_concentration,horizon_score,risk_tolerance_score,goal_Education,goal_Home purchase,goal_Retirement,goal_Wealth building,income_portfolio_ratio,investment_capacity,composite_risk_score
187,52,36634,Medium,Short-term,Wealth building,42769,0.48,0.18317,0.04278958178884043,1,2,False,False,False,True,0.8565549814117702,36634,0.980634
188,43,53513,Medium,Short-term,Retirement,379673,0.5700000000000001,0.267565,0.37985571059679707,1,2,False,False,True,False,0.14094497106720782,53513,1.024513
189,32,78828,High,Long-term,Wealth building,790721,0.6799999999999999,0.39414,0.7911015198310387,3,3,False,False,False,True,0.09969129440093281,236484,1.7828279999999999
190,22,36894,High,Medium-term,Retirement,34700,0.78,0.18447,0.034716698732090136,2,3,False,False,True,False,1.063227665706052,73788,1.570894
191,38,63113,High,Short-term,Wealth building,781152,0.62,0.315565,0.78152791492708,1,3,False,False,False,True,0.08079477489656302,63113,1.3491129999999998
192,57,30729,Low,Long-term,Retirement,745716,0.43000000000000005,0.153645,0.7460748620086262,3,1,False,False,True,False,0.04120737653476659,92187,1.0597290000000001
193,48,44325,Medium,Medium-term,Home purchase,241237,0.52,0.221625,0.24135309083669246,2,2,False,True,False,False,0.18374047098911028,88650,1.2003249999999999
194,26,70255,Medium,Medium-term,Wealth building,801701,0.74,0.351275,0.802086803752605,2,2,False,False,False,True,0.0876324215636503,140510,1.292255
195,47,30000,Low,Long-term,Wealth building,918063,0.53,0.15,0.9185048008091892,3,1,False,False,False,True,0.03267749598883737,90000,1.089
196,50,74625,Low,Long-term,Education,316024,0.5,0.373125,0.31617608069481423,3,1,True,False,False,False,0.23613712882565882,223875,1.124625
197,31,59289,Medium,Long-term,Education,124003,0.69,0.296445,0.12406267414626436,3,2,True,False,False,False,0.4781255292210672,177867,1.4662890000000002
198,47,78924,Medium,Long-term,Retirement,149392,0.53,0.39462,0.14946389213211556,3,2,False,False,True,False,0.5283013816000857,236772,1.4379240000000002
199,45,66967,Medium,Long-term,Wealth building,59589,0.55,0.334835,0.05961767610220516,3,2,False,False,False,True,1.123814798033194,200901,1.4319670000000002
200,27,118429,Medium,Short-term,Retirement,260606,0.73,0.592145,0.26073141180908016,1,2,False,False,True,False,0.45443696614813167,118429,1.137429
201,50,63742,Medium,Short-term,Home purchase,741636,0.5,0.31871,0.741992898584219,1,2,False,True,False,False,0.08594782346056556,63742,1.013742
202,53,48305,Low,Medium-term,Education,570185,0.47,0.241525,0.5704593909670551,2,1,True,False,False,False,0.08471811780387067,96610,0.889305
203,61,63649,Low,Short-term,Retirement,199637,0.39,0.318245,0.1997330716074432,1,1,False,False,True,False,0.3188236649518877,63649,0.6806490000000001
204,60,78562,Low,Short-term,Retirement,696290,0.4,0.39281,0.6966250766618743,1,1,False,False,True,False,0.11282942452139195,78562,0.698562
205,24,61354,Medium,Short-term,Education,722593,0.76,0.30677,0.7229407344932913,1,2,True,False,False,False,0.0849081017945095,61354,1.089354
206,30,61101,Medium,Long-term,Wealth building,223893,0.7,0.305505,0.2240007443580362,3,2,False,False,False,True,0.272902681191462,183303,1.471101
207,52,42150,Medium,Medium-term,Retirement,810812,0.48,0.21075,0.8112021882525495,2,2,False,False,True,False,0.05198492375544516,84300,1.18615
208,52,42982,Low,Medium-term,Education,742256,0.48,0.21491,0.7426131969477319,2,1,True,False,False,False,0.057907244939751246,85964,0.8869819999999999
209,52,30000,Low,Medium-term,Wealth building,80934,0.48,0.15,0.08097294798798221,2,1,False,False,False,True,0.3706723997331159,60000,0.874
210,80,143600,Medium,Medium-term,Home purchase,590118,0.19999999999999996,0.718,0.5904019833539933,2,2,False,True,False,False,0.24334116227601937,287200,1.2036
211,53,32146,Medium,Short-term,Education,277673,0.47,0.16073,0.27780662498661857,1,2,True,False,False,False,0.11576926816795295,32146,0.9731460000000001
212,62,42342,Low,Short-term,Retirement,786652,0.38,0.21171,0.7870305617001778,1,1,False,False,True,False,0.0538255797989454,42342,0.656342
213,59,41806,Low,Long-term,Home purchase,366742,0.41000000000000003,0.20903,0.36691848779262826,3,1,False,True,False,False,0.11399294326801948,125418,1.0648060000000001
214,54,93663,Low,Medium-term,Wealth building,767582,0.45999999999999996,0.468315,0.7679513846160003,2,1,False,False,False,True,0.12202344505212473,187326,0.931663
215,40,51664,Medium,Short-term,Wealth building,92987,0.6,0.25832,0.09303174827091831,1,2,False,False,False,True,0.5556045468721434,51664,1.031664
216,56,111733,Low,Short-term,Education,583466,0.43999999999999995,0.558665,0.5837467822022393,1,1,True,False,False,False,0.19149873343091114,111733,0.743733
217,33,42755,Low,Long-term,Education,148009,0.6699999999999999,0.213775,0.1480802265889893,3,1,True,False,False,False,0.28886756886405557,128265,1.143755
218,41,68837,High,Long-term,Education,394096,0.5900000000000001,0.344185,0.3942856513983226,3,3,True,False,False,False,0.17467063862612156,206511,1.745837
219,37,39431,Medium,Long-term,Wealth building,574174,0.63,0.197155,0.5744503105993983,3,2,False,False,False,True,0.0686743043049668,118293,1.428431
220,46,175005,Low,Short-term,Home purchase,583987,0.54,0.875025,0.5842680329238363,1,1,False,True,False,False,0.29967276668829956,175005,0.837005
221,79,33064,Low,Short-term,Wealth building,610684,0.20999999999999996,0.16532,0.6109778803604534,1,1,False,False,False,True,0.05414256800571163,33064,0.5960639999999999
222,18,69906,High,Long-term,Retirement,624966,0.8200000000000001,0.34953,0.6252667533083414,3,3,False,False,True,False,0.11185568494926124,209718,1.815906
223,55,82198,Low,Medium-term,Wealth building,559567,0.44999999999999996,0.41099,0.5598362812512818,2,1,False,False,False,True,0.14689572473001447,164396,0.9171980000000001
224,20,73636,Medium,Long-term,Retirement,441322,0.8,0.36818,0.44153437803583523,3,2,False,False,True,False,0.16685322734873856,220908,1.513636
225,37,54576,High,Long-term,Home purchase,120776,0.63,0.27288,0.12083412121230312,3,3,False,True,False,False,0.451877856527787,163728,1.743576
226,61,56111,Low,Long-term,Education,635732,0.39,0.280555,0.6360379342463726,3,1,True,False,False,False,0.08826203494554309,168333,1.073111
227,45,61200,Medium,Long-term,Education,378444,0.55,0.306,0.37862611916331756,3,2,True,False,False,False,0.16171481117417635,183600,1.4262000000000001
228,28,55631,High,Short-term,Wealth building,123793,0.72,0.278155,0.12385257308765517,1,3,False,False,False,True,0.4493872836105434,55631,1.3716309999999998
229,34,96948,Low,Medium-term,Education,388422,0.6599999999999999,0.48474,0.38860892089094856,2,1,True,False,False,False,0.2495945131841142,193896,0.994948
230,55,180820,Low,Long-term,Home purchase,220809,0.44999999999999996,0.9041,0.22091526024017552,3,1,False,True,False,False,0.8188977804346743,542460,1.2158200000000001
231,34,45308,Medium,Medium-term,Education,181616,0.6599999999999999,0.22654,0.18170339933508017,2,2,True,False,False,False,0.24947141221037794,90616,1.2433079999999999
232,48,30184,Low,Medium-term,Wealth building,375391,0.52,0.15092,0.3755716499636325,2,1,False,False,False,True,0.08040682914614362,60368,0.8861840000000001
233,45,57288,Low,Medium-term,Home purchase,252262,0.55,0.28644,0.25238339641367497,2,1,False,True,False,False,0.22709722431440327,114576,0.922288
234,35,200000,High,Long-term,Retirement,543285,0.65,1.0,0.5435464458404493,3,3,False,False,True,False,0.3681309073506539,600000,1.895
235,77,40061,Medium,Short-term,Wealth building,116102,0.22999999999999998,0.200305,0.11615787193640141,1,2,False,False,False,True,0.34505004220426866,40061,0.9090609999999999
236,54,135884,Medium,Long-term,Retirement,882143,0.45999999999999996,0.67942,0.8825675149747029,3,2,False,False,True,False,0.15403851756461254,407652,1.473884
237,18,138531,High,Medium-term,Home purchase,388189,0.8200000000000001,0.692655,0.3883758087640155,2,3,False,True,False,False,0.35686482615427023,277062,1.6845309999999998
238,47,45397,Low,Medium-term,Wealth building,575148,0.53,0.226985,0.5754247793188524,2,1,False,False,False,True,0.07893098819782039,90794,0.904397
239,35,79577,High,Short-term,Wealth building,275369,0.65,0.397885,0.2755015162293063,1,3,False,False,False,True,0.28898314625103044,79577,1.374577
240,57,135157,Low,Long-term,Home purchase,644402,0.43000000000000005,0.675785,0.6447121065232376,3,1,False,True,False,False,0.20974019323341642,405471,1.164157
241,33,49535,High,Medium-term,Education,986974,0.6699999999999999,0.247675,0.9874489629511796,2,3,True,False,False,False,0.05018875877176096,99070,1.550535
242,43,54079,High,Short-term,Wealth building,647506,0.5700000000000001,0.270395,0.6478176002657278,1,3,False,False,False,True,0.08351891719922286,54079,1.325079
243,52,44764,Medium,Medium-term,Wealth building,532070,0.48,0.22382,0.532326048829487,2,2,False,False,False,True,0.08413178717086098,89528,1.188764
244,57,36048,Medium,Short-term,Retirement,897196,0.43000000000000005,0.18024,0.8976277589520559,1,2,False,False,True,False,0.04017851171873259,36048,0.9650479999999999
245,26,43276,High,Short-term,Education,117041,0.74,0.21638,0.11709732381275394,1,3,True,False,False,False,0.3697507710973078,43276,1.365276
246,39,32468,Low,Long-term,Retirement,384368,0.61,0.16234,0.3845529699785597,3,1,False,False,True,False,0.08447113183199434,97404,1.1154680000000001
247,37,60903,Medium,Medium-term,Retirement,335800,0.63,0.304515,0.33596159752841115,2,2,False,False,True,False,0.18136688505062537,121806,1.249903
248,35,40741,Medium,Long-term,Education,455096,0.65,0.203705,0.4553150065181352,3,2,True,False,False,False,0.08952177123068539,122223,1.4357410000000002
249,71,67298,Low,Medium-term,Education,726438,0.29000000000000004,0.33649,0.7267875848283024,2,1,True,False,False,False,0.09264107879819063,134596,0.854298
250,51,30000,Low,Long-term,Home purchase,491862,0.49,0.15,0.49209869947444723,3,1,False,True,False,False,0.060992717469534136,90000,1.077
251,26,70646,High,Medium-term,Education,86290,0.74,0.35323,0.08633152546374806,2,3,True,False,False,False,0.8187043689882952,141292,1.5926459999999998
252,58,90831,Low,Long-term,Wealth building,66633,0.42000000000000004,0.454155,0.06666506589669631,3,1,False,False,False,True,1.363153392463194,272493,1.1168310000000001
253,76,30000,Medium,Short-term,Education,823087,0.24,0.15,0.8234830953688724,1,2,True,False,False,False,0.03644815189645809,30000,0.9019999999999999
254,60,72187,Medium,Medium-term,Home purchase,131118,0.4,0.360935,0.13118109810819004,2,2,False,True,False,False,0.550549886361903,144374,1.192187
255,22,110617,High,Medium-term,Home purchase,708961,0.78,0.553085,0.7093021743458604,2,3,False,True,False,False,0.1560269182648975,221234,1.6446169999999998
256,37,32701,High,Short-term,Home purchase,13114,0.63,0.163505,0.013120310869528242,1,3,False,True,False,False,2.4935946316913222,32701,1.3217009999999998
257,64,138176,Low,Long-term,Education,822934,0.36,0.69088,0.8233300217404571,3,1,True,False,False,False,0.16790653928504595,414528,1.146176
258,34,73829,High,Medium-term,Education,59768,0.6599999999999999,0.369145,0.05979676224263871,2,3,True,False,False,False,1.2352596707268104,147658,1.5718289999999997
259,51,42086,Medium,Medium-term,Retirement,320272,0.49,0.21043,0.32042612496610867,2,2,False,False,True,False,0.13140705400409652,84172,1.189086
260,56,58227,Low,Long-term,Retirement,423244,0.43999999999999995,0.291135,0.4234476783332783,3,1,False,False,True,False,0.13757312566746369,174681,1.090227
261,31,79155,Medium,Short-term,Wealth building,983069,0.69,0.395775,0.98354208374228,1,2,False,False,False,True,0.08051825456809238,79155,1.086155
262,44,62193,Medium,Long-term,Retirement,93123,0.56,0.310965,0.09316781371839855,3,2,False,False,True,False,0.6678586385747882,186579,1.430193
263,18,78384,Medium,Long-term,Wealth building,642543,0.8200000000000001,0.39192,0.6428522119139306,3,2,False,False,False,True,0.1219902792497934,235152,1.524384
264,29,37784,High,Long-term,Home purchase,176405,0.71,0.18892,0.17648989163787782,3,3,False,True,False,False,0.21418894022278281,113352,1.750784
265,41,65165,Medium,Medium-term,Retirement,13174,0.5900000000000001,0.325825,0.013180339743416583,2,2,False,False,True,False,4.946485501745863,130330,1.242165
266,26,30000,Medium,Short-term,Education,127769,0.74,0.15,0.12783048646398917,1,2,True,False,False,False,0.2347987383481126,30000,1.052
267,69,56635,Low,Short-term,Retirement,307542,0.31000000000000005,0.283175,0.30768999888946585,1,1,False,False,True,False,0.18415370908688894,56635,0.649635
268,23,38102,High,Long-term,Wealth building,439145,0.77,0.19051,0.43935633039491995,3,3,False,False,False,True,0.08676405287547394,114306,1.769102
269,38,41449,Medium,Medium-term,Retirement,145393,0.62,0.207245,0.14546296768745767,2,2,False,False,True,False,0.285082500533038,82898,1.227449
270,46,111084,Low,Long-term,Home purchase,395693,0.54,0.55542,0.39588341992498394,3,1,False,True,False,False,0.2807327903197681,333252,1.173084
271,66,103327,Low,Medium-term,Education,761331,0.33999999999999997,0.516635,0.7616973764380667,2,1,True,False,False,False,0.13571889230833895,206654,0.905327
272,23,81191,Medium,Medium-term,Wealth building,776868,0.77,0.405955,0.7772418533314525,2,2,False,False,False,True,0.10451067620239217,162382,1.3121909999999999
273,62,34677,Medium,Medium-term,Education,196493,0.38,0.173385,0.19658755861569416,2,2,True,False,False,False,0.1764795692467416,69354,1.1486770000000002
274,45,51113,Low,Medium-term,Education,606923,0.55,0.255565,0.6072150704488859,2,1,True,False,False,False,0.0842166139691526,102226,0.9161130000000001
275,30,109814,Medium,Short-term,Wealth building,820192,0.7,0.54907,0.82058670220376,1,2,False,False,False,True,0.13388816277164373,109814,1.1198139999999999
276,51,64270,Low,Medium-term,Education,938864,0.49,0.32135,0.9393158109050453,2,1,True,False,False,False,0.06845506910479048,128540,0.91127
277,47,190930,Medium,Medium-term,Education,675673,0.53,0.95465,0.6759981551126092,2,2,True,False,False,False,0.28257751900697525,381860,1.34993
278,35,72886,High,Long-term,Retirement,927106,0.65,0.36443,0.9275521525853936,3,3,False,False,True,False,0.07861668460780105,218658,1.767886
279,46,65908,Medium,Long-term,Education,777166,0.54,0.32954,0.7775399967384312,3,2,True,False,False,False,0.08480556277552029,197724,1.427908
280,39,51299,Low,Short-term,Education,227070,0.61,0.256495,0.22717927323042383,1,1,True,False,False,False,0.22591711806931783,51299,0.734299
281,46,64008,Medium,Long-term,Education,409017,0.54,0.32004,0.4092138318531213,3,2,True,False,False,False,0.15649227293731066,192024,1.426008
282,54,55479,Low,Medium-term,Education,810562,0.45999999999999996,0.277395,0.8109520679446814,2,1,True,False,False,False,0.06844510352076708,110958,0.893479
283,68,85310,Low,Long-term,Wealth building,941775,0.31999999999999995,0.42655,0.9422282117698613,3,1,False,False,False,True,0.0905842690663906,255930,1.08131
284,26,96601,High,Short-term,Home purchase,419291,0.74,0.483005,0.41949277602526813,1,3,False,True,False,False,0.23039130341457364,96601,1.418601
285,76,40416,Low,Long-term,Retirement,505671,0.24,0.20208,0.5059143447998488,3,1,False,False,True,False,0.07992548514745754,121248,1.012416
286,18,30772,Medium,Long-term,Education,379359,0.8200000000000001,0.15386,0.37954155949011475,3,2,True,False,False,False,0.08111577687625705,92316,1.476772
287,42,30000,Medium,Short-term,Education,160056,0.5800000000000001,0.15,0.16013302398453655,1,2,True,False,False,False,0.18743439796071376,30000,1.004
288,53,77187,Medium,Short-term,Wealth building,884527,0.47,0.385935,0.8849526622305329,1,2,False,False,False,True,0.08726358833591287,77187,1.018187
289,49,34486,High,Medium-term,Home purchase,857374,0.51,0.17243,0.8577865953523645,2,3,False,True,False,False,0.04022281991289682,68972,1.487486
290,35,30000,Low,Long-term,Education,153933,0.65,0.15,0.15400707740423145,3,1,True,False,False,False,0.19488998460369122,90000,1.125
291,41,72714,Medium,Medium-term,Wealth building,108970,0.5900000000000001,0.36357,0.10902243979354069,2,2,False,False,False,True,0.6672845737358906,145428,1.249714
292,37,200000,Medium,Long-term,Retirement,92203,0.63,1.0,0.092247370985444,3,2,False,False,True,False,2.1691268179994143,600000,1.589
293,36,59692,Medium,Long-term,Retirement,998880,0.64,0.29846,0.9993606924930892,3,2,False,False,True,False,0.0597589300016018,179076,1.451692
294,57,91057,Medium,Medium-term,Education,202319,0.43000000000000005,0.455285,0.202416362270252,2,2,True,False,False,False,0.45006647917397774,182114,1.2200570000000002
295,50,62374,Medium,Long-term,Education,210173,0.5,0.31187,0.21027414186223573,3,2,True,False,False,False,0.29677456190852297,187122,1.412374
296,34,56985,High,Long-term,Home purchase,511946,0.6599999999999999,0.284925,0.5121923645273376,3,3,False,True,False,False,0.11131056791145941,170955,1.754985
297,58,94801,Low,Long-term,Home purchase,686337,0.42000000000000004,0.474005,0.6866672869650302,3,1,False,True,False,False,0.13812602263902427,284403,1.1208010000000002
298,49,51785,Medium,Short-term,Education,453833,0.51,0.258925,0.45405139872278566,1,2,True,False,False,False,0.11410584950851965,51785,1.004785
299,57,68438,Medium,Medium-term,Wealth building,984977,0.43000000000000005,0.34219,0.9854510019319292,2,2,False,False,False,True,0.06948182546394484,136876,1.197438
300,54,70322,Low,Short-term,Home purchase,227726,0.45999999999999996,0.35161,0.2278355889182697,1,1,False,True,False,False,0.30880092743033294,70322,0.7083219999999999
301,32,42871,Medium,Medium-term,Education,884609,0.6799999999999999,0.214355,0.8850347016915137,2,2,True,False,False,False,0.04846321934323526,85742,1.246871
302,36,98323,Medium,Medium-term,Home purchase,607190,0.64,0.491615,0.6074821989376891,2,2,False,True,False,False,0.16193119122515193,196646,1.2903229999999999
303,56,54858,Low,Long-term,Education,102172,0.43999999999999995,0.27429,0.10222116838199174,3,1,True,False,False,False,0.5369181380417335,164574,1.086858
304,54,41032,Low,Medium-term,Retirement,680990,0.45999999999999996,0.20516,0.6813177138203476,2,1,False,False,True,False,0.060253454529435084,82064,0.879032
305,44,78296,Low,Short-term,Education,554344,0.56,0.39148,0.5546107677793018,1,1,True,False,False,False,0.1412408179758417,78296,0.7462960000000001
306,46,38206,High,Short-term,Retirement,148454,0.54,0.19103,0.1485254407369945,1,3,False,False,True,False,0.25735918196882535,38206,1.300206
307,64,60723,Low,Short-term,Home purchase,65739,0.36,0.303615,0.06577063567576004,1,1,False,True,False,False,0.923698261306074,60723,0.668723
308,36,59601,Medium,Medium-term,Education,878117,0.64,0.298005,0.8785395775367952,2,2,True,False,False,False,0.06787364326166104,119202,1.251601
309,53,103047,Low,Short-term,Home purchase,58639,0.47,0.515235,0.05866721893230644,1,1,False,True,False,False,1.7573116867613705,103047,0.7440469999999999
310,41,75913,Low,Medium-term,Retirement,463054,0.5900000000000001,0.379565,0.4632768361581921,2,1,False,False,True,False,0.1639398428692982,151826,0.952913
311,41,59129,Low,Short-term,Education,449257,0.5900000000000001,0.295645,0.44947319660756824,1,1,True,False,False,False,0.13161508891347268,59129,0.736129
312,61,90118,Low,Short-term,Home purchase,797424,0.39,0.45059,0.7978077455255979,1,1,False,True,False,False,0.11301139669736551,90118,0.7071179999999999
313,57,119982,Medium,Medium-term,Retirement,606682,0.43000000000000005,0.59991,0.6069739544721011,2,2,False,False,True,False,0.19776752895256494,239964,1.248982
314,57,79134,Low,Short-term,Home purchase,339801,0.43000000000000005,0.39567,0.339964522935532,1,1,False,True,False,False,0.23288336408662716,79134,0.708134
315,64,60184,Medium,Long-term,Wealth building,823592,0.36,0.30092,0.8239883383907659,3,2,False,False,False,True,0.07307501772722416,180552,1.368184
316,45,31072,Medium,Medium-term,Retirement,841588,0.55,0.15536,0.8419929986323421,2,2,False,False,True,False,0.03692067852678508,62144,1.196072
317,55,35152,Low,Medium-term,Retirement,192447,0.44999999999999996,0.17576,0.19253961155315708,2,1,False,False,True,False,0.18265808248504783,70304,0.870152
318,40,51399,Medium,Medium-term,Retirement,358586,0.6,0.256995,0.35875856286873986,2,2,False,False,True,False,0.14333799981036627,102798,1.2313990000000001
319,49,44145,Medium,Long-term,Education,684932,0.51,0.220725,0.6852616108348115,3,2,True,False,False,False,0.06445165359480941,132435,1.397145
320,43,54530,Medium,Medium-term,Education,390069,0.5700000000000001,0.27265,0.3902567134791835,2,2,True,False,False,False,0.13979577972102372,109060,1.22553
321,46,61594,Low,Short-term,Education,14136,0.54,0.30797,0.014142802688092973,1,1,True,False,False,False,4.3572439162422185,61594,0.7235940000000001
322,53,78029,Low,Short-term,Wealth building,71868,0.47,0.390145,0.071902585143454,1,1,False,False,False,True,1.0857266098959204,78029,0.7190289999999999
323,32,57800,High,Short-term,Wealth building,354407,0.6799999999999999,0.289,0.35457755180241696,1,3,False,False,False,True,0.1630893294996995,57800,1.3618
324,76,76362,Medium,Medium-term,Retirement,828599,0.24,0.38181,0.828997747916748,2,2,False,False,True,False,0.09215796784693199,152724,1.148362
325,29,61835,High,Short-term,Wealth building,120957,0.71,0.309175,0.12101520831519962,1,3,False,False,False,True,0.5112147292012864,61835,1.3748349999999998
326,26,30000,High,Medium-term,Home purchase,549767,0.74,0.15,0.5500315651828529,2,3,False,True,False,False,0.05456857177677089,60000,1.552
327,62,37433,Medium,Short-term,Retirement,129392,0.38,0.187165,0.12945426750266878,1,2,False,False,True,False,0.2892991838753555,37433,0.951433
328,56,55712,Low,Long-term,Retirement,696736,0.43999999999999995,0.27856,0.697071291291111,3,1,False,False,True,False,0.07996142010747256,167136,1.087712
329,54,32700,Low,Long-term,Home purchase,670183,0.45999999999999996,0.1635,0.670505513151826,3,1,False,True,False,False,0.048792643203423545,98100,1.0707
330,54,80818,Low,Long-term,Retirement,790516,0.45999999999999996,0.40409,0.7908964211785869,3,1,False,False,True,False,0.10223448987749774,242454,1.118818
331,44,128717,Medium,Long-term,Wealth building,211528,0.56,0.643585,0.21162979393088074,3,2,False,False,False,True,0.608510457244431,386151,1.496717
332,31,110126,Low,Medium-term,Education,816017,0.69,0.55063,0.816409693062363,2,1,True,False,False,False,0.13495552175996334,220252,1.0171260000000002
333,46,53813,Medium,Short-term,Home purchase,244847,0.54,0.269065,0.2449648280823076,1,2,False,True,False,False,0.21978214966897694,53813,1.015813
334,34,126167,High,Long-term,Wealth building,944776,0.6599999999999999,0.630835,0.9452306559455098,3,3,False,False,False,True,0.13354170724065811,378501,1.824167
335,59,64494,Low,Medium-term,Home purchase,823051,0.41000000000000003,0.32247,0.8234470780445394,2,1,False,True,False,False,0.07835966422493867,128988,0.887494
336,42,50587,Low,Long-term,Home purchase,871501,0.5800000000000001,0.252935,0.8719203937093742,3,1,False,True,False,False,0.058045831272712255,151761,1.124587
337,32,44059,Low,Long-term,Retirement,312039,0.6799999999999999,0.220295,0.31218916298739696,3,1,False,False,True,False,0.14119709395299945,132177,1.148059
338,40,51470,High,Medium-term,Retirement,275864,0.6,0.25735,0.2759967544388851,2,3,False,False,True,False,0.1865774439578923,102940,1.53147
339,51,49311,Low,Medium-term,Wealth building,291411,0.49,0.246555,0.29155123614458556,2,1,False,False,False,True,0.16921461441057475,98622,0.896311
340,36,65199,Medium,Short-term,Home purchase,156768,0.64,0.325995,0.15684344169545553,1,2,False,True,False,False,0.41589482547458667,65199,1.057199
341,32,64879,High,Short-term,Retirement,695328,0.6799999999999999,0.324395,0.695662613717198,1,3,False,False,True,False,0.09330704358230936,64879,1.368879
342,48,59965,High,Long-term,Retirement,325508,0.52,0.299825,0.32566464469409784,3,3,False,False,True,False,0.18421974267913538,179895,1.715965
343,48,74493,Medium,Long-term,Home purchase,426561,0.52,0.372465,0.42676627457807204,3,2,False,True,False,False,0.17463621850098812,223479,1.430493
344,37,108588,Medium,Short-term,Wealth building,61567,0.63,0.54294,0.06159662797805745,1,2,False,False,False,True,1.7637370669352088,108588,1.097588
345,37,96257,Medium,Short-term,Wealth building,101229,0.63,0.481285,0.10127771458071333,1,2,False,False,False,True,0.9508836400636181,96257,1.085257
346,48,30000,Medium,Medium-term,Home purchase,989111,0.52,0.15,0.9895869913428359,2,2,False,True,False,False,0.030330266269407578,60000,1.186
347,23,30000,Medium,Short-term,Wealth building,422601,0.77,0.15,0.4228043689014416,1,2,False,False,False,True,0.07098894702094884,30000,1.061
348,23,95526,High,Short-term,Retirement,486874,0.77,0.47763,0.4871082990918632,1,3,False,False,True,False,0.19620271363843622,95526,1.4265259999999997
349,34,30229,Medium,Long-term,Home purchase,994404,0.6599999999999999,0.151145,0.994882538501019,3,2,False,True,False,False,0.030399113438803544,90687,1.428229
350,41,53509,Low,Short-term,Retirement,209316,0.5900000000000001,0.267545,0.20941672944686393,1,1,False,False,True,False,0.25563740946702596,53509,0.7305090000000001
351,49,33354,Medium,Long-term,Education,730785,0.51,0.16677,0.7311366767415126,3,2,True,False,False,False,0.04564133089759642,100062,1.386354
352,67,30000,Low,Short-term,Education,874950,0.32999999999999996,0.15,0.8753710534767223,1,1,True,False,False,False,0.0342876735813475,30000,0.629
353,57,78490,Low,Medium-term,Wealth building,617132,0.43000000000000005,0.39245,0.6174289833409871,2,1,False,False,False,True,0.12718510788615725,156980,0.90749
354,42,87516,Medium,Short-term,Education,173991,0.5800000000000001,0.43758,0.1740747299451036,1,2,True,False,False,False,0.5029915340448644,87516,1.061516
355,44,44879,Low,Short-term,Retirement,624985,0.56,0.224395,0.6252857624517393,1,1,False,False,True,False,0.07180812339496148,44879,0.712879
356,29,30000,High,Short-term,Education,591484,0.71,0.15,0.5917686407161845,1,3,True,False,False,False,0.05071988422341095,30000,1.3429999999999997
357,44,45564,Medium,Long-term,Retirement,649888,0.56,0.22782,0.6502007465590949,3,2,False,False,True,False,0.0701105421241814,136692,1.413564
358,40,72831,Low,Medium-term,Wealth building,634913,0.6,0.364155,0.6352185401177967,2,1,False,False,False,True,0.11471020439020779,145662,0.9528310000000001
359,49,30000,High,Short-term,Wealth building,482617,0.51,0.15,0.48284925048948546,1,3,False,False,False,True,0.062161092543362544,30000,1.283
360,32,65622,Low,Long-term,Retirement,927999,0.6799999999999999,0.32811,0.9284455823250983,3,1,False,False,True,False,0.07071343826879124,196866,1.169622
361,52,59417,Low,Medium-term,Education,841187,0.48,0.297085,0.8415918056585218,2,1,True,False,False,False,0.0706347102368439,118834,0.903417
362,67,79989,Low,Long-term,Wealth building,995188,0.32999999999999996,0.399945,0.9956669157864934,3,1,False,False,False,True,0.08037576819656185,239967,1.078989
363,43,63563,Low,Long-term,Home purchase,43324,0.5700000000000001,0.317815,0.04334484887230758,3,1,False,True,False,False,1.4671544640384082,190689,1.134563
364,51,36807,Low,Medium-term,Wealth building,875361,0.49,0.184035,0.8757822512628575,2,1,False,False,False,True,0.042047795138234395,73614,0.883807
365,55,108910,Medium,Short-term,Education,404768,0.44999999999999996,0.54455,0.4049627871005954,1,2,True,False,False,False,0.2690677128626769,108910,1.04391
366,38,55311,High,Long-term,Home purchase,61272,0.62,0.276555,0.06130148601477311,3,3,False,True,False,False,0.9027124951037995,165933,1.741311
367,48,59062,Low,Long-term,Education,439069,0.52,0.29531,0.43928029382132805,3,1,True,False,False,False,0.134516442745901,177186,1.115062
368,45,37547,Medium,Short-term,Retirement,259264,0.55,0.187735,0.2593887659964443,1,2,False,False,True,False,0.14482149469266847,37547,1.002547
369,46,47971,Medium,Short-term,Home purchase,698284,0.54,0.239855,0.6986200362374302,1,2,False,True,False,False,0.06869840924323055,47971,1.009971
370,33,38468,High,Medium-term,Education,870894,0.6699999999999999,0.19234,0.8713131016018705,2,3,True,False,False,False,0.04417070274912906,76936,1.5394679999999998
371,45,54914,Medium,Medium-term,Home purchase,761747,0.55,0.27457,0.7621135766303592,2,2,False,True,False,False,0.07208955204286988,109828,1.2199140000000002
372,52,140906,Low,Medium-term,Education,689249,0.48,0.70453,0.6895806883110777,2,1,True,False,False,False,0.20443410146405724,281812,0.984906
373,66,30153,Low,Short-term,Home purchase,246538,0.33999999999999997,0.150765,0.24665664184472733,1,1,False,True,False,False,0.1223056891838175,30153,0.632153
374,59,30000,Medium,Long-term,Education,588963,0.41000000000000003,0.15,0.5892464275316427,3,2,True,False,False,False,0.05093698585479903,90000,1.3530000000000002
375,77,124939,Medium,Long-term,Retirement,525447,0.22999999999999998,0.624695,0.5256998616334457,3,2,False,False,True,False,0.23777659783003804,374817,1.393939
